Category,City,Country,Customer Name,Market,Customer ID,Order Date,Year (OrderDate),Order ID,Order Priority,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales,Shipping Cost,Order Date - Copy,Modulo,Target Sales,Poor,Satisfactory,Good,Sales w/o decimal
Office Supplies,Yokohama,Japan,Joshua Forbes,APAC,VL-90154,"Wednesday, July 16, 2025",2025,JA-2025-880944,Low,OFF-AP-366424,Time many impact remember under.,North Asia,45374,Consumer,"Friday, July 25, 2025",Standard Class,Kanagawa,Appliances,0.35,473.0933,7,1482.7218,148.27,2025-07-16,0,1955.8151,1955.8151,1955.8151,1955.8151,1482
Technology,Berlin,Germany,Sean Thomas,EU,RX-76046,"Sunday, May 01, 2022",2022,GE-2022-981240,Low,TEC-CO-956233,Drop under music why.,West,18518,Corporate,"Wednesday, May 04, 2022",First Class,Berlin,Copiers,0.01,-14.7332,4,94.0309,9.4,2022-05-01,0,79.2977,79.2977,79.2977,79.2977,94
Furniture,Melbourne,Australia,Jennifer Perez,APAC,KR-51093,"Saturday, September 16, 2023",2023,AU-2023-751957,Low,FUR-BO-808038,Herself occur yourself notice kind.,Oceania,22432,Consumer,"Thursday, September 21, 2023",First Class,Victoria,Bookcases,0.16,28.3432,9,127.2887,12.73,2023-09-16,0,155.6319,155.6319,155.6319,155.6319,127
Technology,Melbourne,Australia,Gregory Hall,APAC,WJ-73436,"Sunday, December 26, 2021",2021,AU-2021-142152,High,TEC-PH-114756,Deep understand them.,Oceania,11703,Consumer,"Wednesday, January 05, 2022",Same Day,Victoria,Phones,0.17,-28.8311,8,262.1619,26.22,2021-12-26,0,233.3308,233.3308,233.3308,233.3308,262
Technology,Shanghai,China,Jeremy Schroeder,APAC,SJ-97731,"Tuesday, December 06, 2022",2022,CH-2022-672080,Low,TEC-PH-510249,Result yeah anything ever.,North Asia,42520,Consumer,"Thursday, December 08, 2022",First Class,Shanghai,Phones,0.39,82.1466,7,1418.2247,141.82,2022-12-06,0,1500.3713,1500.3713,1500.3713,1500.3713,1418
Furniture,Shanghai,China,Natalie Henry,APAC,TO-78693,"Thursday, July 03, 2025",2025,CH-2025-531116,Medium,FUR-BO-384597,Maintain challenge eat.,North Asia,32796,Consumer,"Friday, July 04, 2025",Standard Class,Shanghai,Bookcases,0.2,-92.1501,8,1365.2871,136.53,2025-07-03,0,1273.137,1273.137,1273.137,1273.137,1365
Furniture,Marseille,France,Lisa Garcia,EU,WH-17953,"Friday, August 22, 2025",2025,FR-2025-836736,Low,FUR-CH-969000,Onto child old.,West,33883,Home Office,"Thursday, August 28, 2025",Same Day,Provence-Alpes-Côte d'Azur,Chairs,0.07,218.1818,2,1357.0944,135.71,2025-08-22,0,1575.2762,1575.2762,1575.2762,1575.2762,1357
Furniture,São Paulo,Brazil,Herbert Merritt,LATAM,NY-34704,"Monday, April 03, 2023",2023,BR-2023-236411,High,FUR-BO-788004,Movie everybody rate while.,South,12067,Consumer,"Sunday, April 09, 2023",Standard Class,São Paulo,Bookcases,0.28,-439.1947,5,1116.6941,111.67,2023-04-03,0,677.4993999999999,677.4993999999999,677.4993999999999,677.4993999999999,1116
Technology,Melbourne,Australia,Eileen Tate,APAC,MY-77555,"Friday, January 21, 2022",2022,AU-2022-881213,Medium,TEC-PH-598491,News through open law ability.,Oceania,12754,Corporate,"Sunday, January 23, 2022",Standard Class,Victoria,Phones,0.38,28.4562,4,273.743,27.37,2022-01-21,0,302.1992,302.1992,302.1992,302.1992,273
Furniture,Ottawa,Canada,Cynthia Rivers,USCA,VK-42573,"Saturday, December 02, 2023",2023,CA-2023-535939,Low,FUR-FU-146186,Owner situation because.,Canada,20757,Corporate,"Sunday, December 10, 2023",Same Day,Ontario,Furnishings,0.38,17.2157,6,283.3496,28.33,2023-12-02,0,300.5653,300.5653,300.5653,300.5653,283
Office Supplies,Buffalo,United States,Patrick Jones,USCA,MM-91651,"Saturday, February 01, 2025",2025,UN-2025-680973,Medium,OFF-PA-478535,Rest whole.,East,42570,Consumer,"Tuesday, February 11, 2025",First Class,New York,Paper,0.03,65.4213,2,363.6243,36.36,2025-02-01,0,429.04560000000004,429.04560000000004,429.04560000000004,429.04560000000004,363
Office Supplies,Guadalajara,Mexico,Victoria Hatfield,LATAM,XR-53521,"Wednesday, August 27, 2025",2025,ME-2025-158982,High,OFF-PA-130039,Edge off industry whose.,Central,44832,Home Office,"Tuesday, September 02, 2025",First Class,Jalisco,Paper,0.06,394.8505,7,911.4175,91.14,2025-08-27,0,1306.268,1306.268,1306.268,1306.268,911
Furniture,Tegucigalpa,Honduras,Brenda Lang,LATAM,XO-59132,"Friday, June 24, 2022",2022,HO-2022-792422,Critical,FUR-TA-533476,Across culture.,Central,25759,Corporate,"Sunday, June 26, 2022",Same Day,Francisco Morazán,Tables,0.33,-266.2394,7,987.4616,98.75,2022-06-24,0,721.2221999999999,721.2221999999999,721.2221999999999,721.2221999999999,987
Technology,Melbourne,Australia,Tracey Morrison,APAC,RX-20425,"Thursday, October 06, 2022",2022,AU-2022-486974,Critical,TEC-CO-639277,Music ten per before.,Oceania,22475,Home Office,"Tuesday, October 11, 2022",Second Class,Victoria,Copiers,0.39,-15.0657,1,38.4814,3.85,2022-10-06,0,23.4157,23.4157,23.4157,23.4157,38
Office Supplies,São Paulo,Brazil,Richard Sutton,LATAM,NU-13762,"Saturday, May 24, 2025",2025,BR-2025-308239,Critical,OFF-ST-432679,Argue until movement chair add.,South,29380,Corporate,"Sunday, June 01, 2025",Same Day,São Paulo,Storage,0.21,9.2748,3,20.0862,2.01,2025-05-24,0,29.361000000000004,29.361000000000004,29.361000000000004,29.361000000000004,20
Furniture,San Francisco,United States,Darrell Gonzales,USCA,JZ-75436,"Wednesday, February 22, 2023",2023,UN-2023-275047,High,FUR-TA-632478,Anything involve.,West,18622,Corporate,"Thursday, March 02, 2023",First Class,California,Tables,0.02,-3.5053,5,730.6114,73.06,2023-02-22,0,727.1061,727.1061,727.1061,727.1061,730
Furniture,San Pedro Sula,Honduras,Candice Dunn,LATAM,FN-33495,"Saturday, August 24, 2024",2024,HO-2024-602880,Medium,FUR-CH-271507,Analysis range them economy skin.,Central,39999,Home Office,"Monday, August 26, 2024",Standard Class,Cortés,Chairs,0.32,30.4127,6,593.0212,59.3,2024-08-24,0,623.4339,623.4339,623.4339,623.4339,593
Technology,Berlin,Germany,Shaun Gomez,EU,TU-90331,"Wednesday, May 17, 2023",2023,GE-2023-209802,High,TEC-AC-635171,Western seek may role conference.,West,45688,Home Office,"Sunday, May 21, 2023",Second Class,Berlin,Accessories,0.14,-646.2012,10,1424.4395,142.44,2023-05-17,0,778.2383,778.2383,778.2383,778.2383,1424
Furniture,Melbourne,Australia,Michele Morgan,APAC,UU-51380,"Thursday, November 24, 2022",2022,AU-2022-940188,Critical,FUR-BO-287653,Skin just.,Oceania,43715,Home Office,"Sunday, November 27, 2022",Standard Class,Victoria,Bookcases,0.11,482.4243,9,1348.2527,134.83,2022-11-24,0,1830.6770000000001,1830.6770000000001,1830.6770000000001,1830.6770000000001,1348
Furniture,Marseille,France,Adrienne Rose,EU,HU-36195,"Saturday, May 04, 2024",2024,FR-2024-924766,Low,FUR-BO-220904,First decision design word doctor.,West,38760,Home Office,"Sunday, May 12, 2024",Second Class,Provence-Alpes-Côte d'Azur,Bookcases,0.37,-236.9444,4,622.0934,62.21,2024-05-04,0,385.149,385.149,385.149,385.149,622
Furniture,Beijing,China,Edward Krause,APAC,ZW-74551,"Thursday, January 27, 2022",2022,CH-2022-355203,Medium,FUR-FU-747109,Country wear rock.,North Asia,17273,Home Office,"Saturday, January 29, 2022",Standard Class,Beijing,Furnishings,0.33,197.6919,5,1362.4859,136.25,2022-01-27,0,1560.1778,1560.1778,1560.1778,1560.1778,1362
Furniture,Marseille,France,Brittany Robinson,EU,ZV-16578,"Friday, March 15, 2024",2024,FR-2024-885648,Critical,FUR-CH-628758,Sister from treat attorney.,West,17769,Corporate,"Tuesday, March 19, 2024",First Class,Provence-Alpes-Côte d'Azur,Chairs,0.07,-21.5678,9,226.0228,22.6,2024-03-15,0,204.45499999999998,204.45499999999998,204.45499999999998,204.45499999999998,226
Furniture,Marseille,France,Jose Myers,EU,XB-39896,"Monday, March 17, 2025",2025,FR-2025-349426,High,FUR-TA-268644,Test affect human.,West,25336,Consumer,"Wednesday, March 26, 2025",Same Day,Provence-Alpes-Côte d'Azur,Tables,0.14,125.2284,4,459.1193,45.91,2025-03-17,0,584.3477,584.3477,584.3477,584.3477,459
Technology,Tegucigalpa,Honduras,Margaret Perry,LATAM,BR-42838,"Monday, April 22, 2024",2024,HO-2024-758073,Critical,TEC-AC-697555,Watch feeling world.,Central,46268,Corporate,"Friday, April 26, 2024",Standard Class,Francisco Morazán,Accessories,0.17,-467.4149,3,1097.9196,109.79,2024-04-22,0,630.5047,630.5047,630.5047,630.5047,1097
Technology,San Francisco,United States,Daniel Jones,USCA,EC-76279,"Friday, July 29, 2022",2022,UN-2022-387018,Critical,TEC-MA-335621,Nothing create pass start north.,West,17921,Corporate,"Sunday, August 07, 2022",Second Class,California,Machines,0.39,323.002,6,1159.8122,115.98,2022-07-29,0,1482.8142,1482.8142,1482.8142,1482.8142,1159
Technology,Bogotá,Colombia,Timothy Thomas,LATAM,GS-22918,"Monday, January 24, 2022",2022,CO-2022-721855,Critical,TEC-PH-724741,Power local property.,South,20675,Corporate,"Tuesday, February 01, 2022",Standard Class,Bogotá,Phones,0.07,-264.9742,7,1387.7803,138.78,2022-01-24,0,1122.8060999999998,1122.8060999999998,1122.8060999999998,1122.8060999999998,1387
Technology,Montreal,Canada,Anne Aguilar,USCA,RI-57368,"Saturday, December 09, 2023",2023,CA-2023-931621,Low,TEC-PH-688750,Behind national half head.,Canada,23248,Corporate,"Sunday, December 17, 2023",Same Day,Quebec,Phones,0.34,526.4506,9,1260.5115,126.05,2023-12-09,0,1786.9621000000002,1786.9621000000002,1786.9621000000002,1786.9621000000002,1260
Technology,Marseille,France,David Hall,EU,QR-97660,"Sunday, March 10, 2024",2024,FR-2024-478035,Low,TEC-PH-653949,Position country movie administration.,West,44294,Consumer,"Monday, March 11, 2024",First Class,Provence-Alpes-Côte d'Azur,Phones,0.09,270.3757,8,1278.5683,127.86,2024-03-10,0,1548.944,1548.944,1548.944,1548.944,1278
Technology,Beijing,China,Aaron Gibbs,APAC,AZ-27734,"Sunday, March 13, 2022",2022,CH-2022-866223,High,TEC-MA-735643,Ability rule for seek could.,North Asia,45015,Corporate,"Wednesday, March 23, 2022",Same Day,Beijing,Machines,0.2,381.0093,5,873.0597,87.31,2022-03-13,0,1254.069,1254.069,1254.069,1254.069,873
Furniture,Medellín,Colombia,David Gordon,LATAM,MB-68217,"Saturday, February 22, 2025",2025,CO-2025-762413,Critical,FUR-CH-565102,Real turn usually set.,South,12033,Home Office,"Sunday, March 02, 2025",Second Class,Antioquia,Chairs,0.37,297.0022,8,1157.0538,115.71,2025-02-22,0,1454.056,1454.056,1454.056,1454.056,1157
Furniture,Augusta,United States,Tommy Garcia,USCA,YT-62119,"Friday, December 29, 2023",2023,UN-2023-964220,Critical,FUR-FU-114492,Seven minute issue join.,South,18335,Consumer,"Saturday, January 06, 2024",Standard Class,Georgia,Furnishings,0.3,-473.6003,7,1480.471,148.05,2023-12-29,0,1006.8706999999999,1006.8706999999999,1006.8706999999999,1006.8706999999999,1480
Office Supplies,Manchester,United Kingdom,John Smith,EU,VT-13975,"Saturday, August 26, 2023",2023,UN-2023-749839,Critical,OFF-AR-244630,Significant star task.,North,37182,Corporate,"Tuesday, September 05, 2023",Second Class,England,Art,0.34,-76.0797,4,768.919,76.89,2023-08-26,0,692.8393,692.8393,692.8393,692.8393,768
Office Supplies,San Francisco,United States,Stacy Brown,USCA,MD-51636,"Thursday, April 11, 2024",2024,UN-2024-398203,Critical,OFF-BI-974588,Treatment store poor feeling whom.,West,32440,Corporate,"Thursday, April 18, 2024",Standard Class,California,Binders,0.4,260.3958,6,598.4255,59.84,2024-04-11,0,858.8213000000001,858.8213000000001,858.8213000000001,858.8213000000001,598
Office Supplies,San Francisco,United States,James Phillips,USCA,UG-83769,"Tuesday, July 12, 2022",2022,UN-2022-278340,High,OFF-AR-375208,Security black itself start.,West,42339,Consumer,"Thursday, July 21, 2022",First Class,California,Art,0.05,185.5042,10,615.348,61.53,2022-07-12,0,800.8521999999999,800.8521999999999,800.8521999999999,800.8521999999999,615
Technology,Munich,Germany,David Jordan,EU,CT-47417,"Sunday, April 14, 2024",2024,GE-2024-320854,High,TEC-AC-684077,General parent southern generation chance.,West,48160,Corporate,"Saturday, April 20, 2024",Standard Class,Bavaria,Accessories,0.35,122.409,4,1404.8653,140.49,2024-04-14,0,1527.2743,1527.2743,1527.2743,1527.2743,1404
Office Supplies,Manchester,United Kingdom,Michael Barron,EU,QH-34970,"Monday, October 18, 2021",2021,UN-2021-677979,Low,OFF-AR-699790,Performance she big.,North,24519,Home Office,"Sunday, October 24, 2021",First Class,England,Art,0.18,167.9281,3,585.7027,58.57,2021-10-18,0,753.6308,753.6308,753.6308,753.6308,585
Technology,Miami,United States,Alexis Dennis,USCA,QF-59303,"Sunday, December 08, 2024",2024,UN-2024-546709,High,TEC-AC-804197,Necessary would strategy turn center.,South,32540,Corporate,"Friday, December 13, 2024",Standard Class,Florida,Accessories,0.08,-56.8249,7,130.7329,13.07,2024-12-08,0,73.908,73.908,73.908,73.908,130
Technology,Melbourne,Australia,Maureen Kelly,APAC,KC-42017,"Thursday, August 08, 2024",2024,AU-2024-395604,Low,TEC-MA-374520,All guess oil.,Oceania,18096,Consumer,"Saturday, August 17, 2024",Same Day,Victoria,Machines,0.16,440.1786,2,1457.1568,145.72,2024-08-08,0,1897.3354,1897.3354,1897.3354,1897.3354,1457
Office Supplies,London,United Kingdom,John Cantrell,EU,WY-55111,"Friday, May 10, 2024",2024,UN-2024-518666,Medium,OFF-AR-828770,Music join return win vote.,North,49378,Corporate,"Thursday, May 16, 2024",First Class,England,Art,0.04,-305.9527,5,895.6285,89.56,2024-05-10,0,589.6758,589.6758,589.6758,589.6758,895
Technology,Beijing,China,Mathew Stokes,APAC,DL-48088,"Friday, February 18, 2022",2022,CH-2022-561354,Medium,TEC-AC-855946,Scientist keep marriage.,North Asia,32334,Consumer,"Tuesday, February 22, 2022",First Class,Beijing,Accessories,0.27,201.7689,1,790.5807,79.06,2022-02-18,0,992.3496,992.3496,992.3496,992.3496,790
Furniture,Beijing,China,Julian Williams,APAC,NQ-17690,"Saturday, May 03, 2025",2025,CH-2025-492171,Critical,FUR-BO-318095,Past door writer.,North Asia,19151,Corporate,"Friday, May 09, 2025",Same Day,Beijing,Bookcases,0.2,6.1368,1,142.4377,14.24,2025-05-03,0,148.5745,148.5745,148.5745,148.5745,142
Furniture,Guadalajara,Mexico,Hannah Webster,LATAM,TZ-43981,"Thursday, August 11, 2022",2022,ME-2022-340180,Medium,FUR-BO-313188,Fly cause hair.,Central,34382,Corporate,"Tuesday, August 16, 2022",Same Day,Jalisco,Bookcases,0.04,373.1742,8,908.39,90.84,2022-08-11,0,1281.5642,1281.5642,1281.5642,1281.5642,908
Furniture,Pittsburgh,United States,Laurie Clark,USCA,IO-20384,"Wednesday, October 25, 2023",2023,UN-2023-809091,High,FUR-CH-453421,Trial central.,East,21650,Home Office,"Thursday, October 26, 2023",Standard Class,Pennsylvania,Chairs,0.27,221.6871,6,604.6194,60.46,2023-10-25,0,826.3065,826.3065,826.3065,826.3065,604
Technology,Pittsburgh,United States,Michelle Rodriguez,USCA,DO-89897,"Sunday, February 20, 2022",2022,UN-2022-885784,Low,TEC-PH-370076,Why difference strong food.,East,12612,Consumer,"Monday, February 28, 2022",First Class,Pennsylvania,Phones,0.2,301.0306,1,955.7127,95.57,2022-02-20,0,1256.7433,1256.7433,1256.7433,1256.7433,955
Office Supplies,Berlin,Germany,Kenneth Johnston,EU,DQ-55093,"Monday, June 05, 2023",2023,GE-2023-650753,Medium,OFF-PA-290831,Develop professional laugh myself.,West,10786,Consumer,"Friday, June 09, 2023",Second Class,Berlin,Paper,0.33,-268.937,7,1464.3332,146.43,2023-06-05,0,1195.3962000000001,1195.3962000000001,1195.3962000000001,1195.3962000000001,1464
Furniture,Orlando,United States,Eric Rose,USCA,YA-79239,"Sunday, October 17, 2021",2021,UN-2021-955054,Critical,FUR-TA-407045,Art different painting character.,South,42385,Corporate,"Monday, October 25, 2021",Second Class,Florida,Tables,0.02,-331.0104,4,937.9286,93.79,2021-10-17,0,606.9182,606.9182,606.9182,606.9182,937
Office Supplies,Spokane,United States,Jason Hill,USCA,JN-83522,"Tuesday, February 01, 2022",2022,UN-2022-132755,Medium,OFF-ST-380080,Deal value name war both.,West,10767,Corporate,"Tuesday, February 08, 2022",Second Class,Washington,Storage,0.06,-71.4839,9,345.0609,34.51,2022-02-01,0,273.577,273.577,273.577,273.577,345
Technology,Houston,United States,Guy Greer,USCA,AY-81182,"Tuesday, March 25, 2025",2025,UN-2025-780071,Critical,TEC-AC-801176,Daughter walk notice.,Central,25452,Corporate,"Friday, April 04, 2025",First Class,Texas,Accessories,0.07,-175.2318,10,871.7683,87.18,2025-03-25,0,696.5364999999999,696.5364999999999,696.5364999999999,696.5364999999999,871
Technology,Shanghai,China,April Thompson,APAC,UV-17867,"Wednesday, June 01, 2022",2022,CH-2022-788206,Low,TEC-AC-959205,Nearly thought above.,North Asia,47200,Home Office,"Friday, June 03, 2022",Standard Class,Shanghai,Accessories,0.17,-43.4135,5,604.6676,60.47,2022-06-01,0,561.2541,561.2541,561.2541,561.2541,604
Technology,Manchester,United Kingdom,Amanda Middleton,EU,MO-47190,"Sunday, February 09, 2025",2025,UN-2025-967822,Critical,TEC-MA-848192,Leave effort hot.,North,46301,Home Office,"Saturday, February 15, 2025",Same Day,England,Machines,0.11,-364.1819,2,978.564,97.86,2025-02-09,0,614.3821,614.3821,614.3821,614.3821,978
Furniture,Buffalo,United States,Michele Morgan,USCA,LW-63398,"Friday, October 28, 2022",2022,UN-2022-571677,Medium,FUR-TA-351500,Me officer onto month.,East,42017,Corporate,"Tuesday, November 01, 2022",First Class,New York,Tables,0.32,-100.0363,8,236.072,23.61,2022-10-28,0,136.03570000000002,136.03570000000002,136.03570000000002,136.03570000000002,236
Technology,Tokyo,Japan,Maria Davis,APAC,QF-24881,"Tuesday, September 12, 2023",2023,JA-2023-777021,Medium,TEC-MA-775093,Industry family.,North Asia,35947,Consumer,"Wednesday, September 20, 2023",First Class,Tokyo,Machines,0.2,86.468,2,758.626,75.86,2023-09-12,0,845.0939999999999,845.0939999999999,845.0939999999999,845.0939999999999,758
Furniture,Medellín,Colombia,Mr. Paul Smith,LATAM,GD-66496,"Saturday, January 01, 2022",2022,CO-2022-626975,High,FUR-TA-516589,Station crime.,South,30104,Consumer,"Wednesday, January 05, 2022",Standard Class,Antioquia,Tables,0.3,392.7732,3,872.6722,87.27,2022-01-01,0,1265.4454,1265.4454,1265.4454,1265.4454,872
Office Supplies,Rio de Janeiro,Brazil,Erik Frazier,LATAM,WA-16581,"Friday, May 30, 2025",2025,BR-2025-217204,Critical,OFF-BI-890292,One left important.,South,22739,Home Office,"Sunday, June 01, 2025",First Class,Rio de Janeiro,Binders,0.06,-60.1115,9,354.0734,35.41,2025-05-30,0,293.9619,293.9619,293.9619,293.9619,354
Office Supplies,Ottawa,Canada,Bruce Flores,USCA,MQ-74580,"Monday, June 05, 2023",2023,CA-2023-316916,High,OFF-AP-614695,Until need.,Canada,12777,Corporate,"Thursday, June 15, 2023",Same Day,Ontario,Appliances,0.1,150.8997,7,967.3637,96.74,2023-06-05,0,1118.2634,1118.2634,1118.2634,1118.2634,967
Furniture,Paris,France,Jennifer Cline,EU,RM-59753,"Monday, August 14, 2023",2023,FR-2023-392877,Medium,FUR-CH-455386,Side attention citizen.,West,19349,Consumer,"Monday, August 21, 2023",Second Class,Île-de-France,Chairs,0.37,-127.703,3,837.7237,83.77,2023-08-14,0,710.0207,710.0207,710.0207,710.0207,837
Office Supplies,Quebec City,Canada,Mary Kirk,USCA,QH-62839,"Sunday, November 06, 2022",2022,CA-2022-253526,Medium,OFF-ST-814240,Suddenly floor citizen.,Canada,20933,Home Office,"Wednesday, November 16, 2022",First Class,Quebec,Storage,0.13,27.2618,3,660.3516,66.04,2022-11-06,0,687.6134,687.6134,687.6134,687.6134,660
Office Supplies,Buffalo,United States,Vicki Clarke,USCA,LC-37508,"Thursday, February 13, 2025",2025,UN-2025-855783,Low,OFF-AP-266716,Player this.,East,18766,Home Office,"Saturday, February 15, 2025",Second Class,New York,Appliances,0.17,81.0728,3,1044.5043,104.45,2025-02-13,0,1125.5771,1125.5771,1125.5771,1125.5771,1044
Technology,Tokyo,Japan,Mark Martin,APAC,JB-70841,"Monday, October 16, 2023",2023,JA-2023-498410,High,TEC-PH-212245,About skin course.,North Asia,12612,Corporate,"Friday, October 20, 2023",Second Class,Tokyo,Phones,0.38,4.1856,10,916.5246,91.65,2023-10-16,0,920.7102,920.7102,920.7102,920.7102,916
Office Supplies,Tokyo,Japan,Audrey Kelly,APAC,JQ-40438,"Wednesday, December 22, 2021",2021,JA-2021-801309,Low,OFF-PA-350790,Film since.,North Asia,40523,Home Office,"Friday, December 31, 2021",Second Class,Tokyo,Paper,0.09,-10.9277,3,51.8303,5.18,2021-12-22,0,40.9026,40.9026,40.9026,40.9026,51
Technology,Paris,France,Brandy Guzman,EU,ZT-42478,"Wednesday, October 19, 2022",2022,FR-2022-808218,High,TEC-CO-743619,Represent recent.,West,45483,Consumer,"Thursday, October 20, 2022",First Class,Île-de-France,Copiers,0.35,125.8922,6,1087.8326,108.78,2022-10-19,0,1213.7248,1213.7248,1213.7248,1213.7248,1087
Office Supplies,Shanghai,China,Amber Ross,APAC,BY-54922,"Sunday, May 07, 2023",2023,CH-2023-242803,Low,OFF-BI-609630,Boy court.,North Asia,15546,Consumer,"Sunday, May 14, 2023",First Class,Shanghai,Binders,0.07,410.9574,6,1480.5439,148.05,2023-05-07,0,1891.5013,1891.5013,1891.5013,1891.5013,1480
Office Supplies,Sydney,Australia,Alyssa Fuller,APAC,ZZ-23616,"Saturday, September 16, 2023",2023,AU-2023-727038,Medium,OFF-AP-581237,The bar.,Oceania,16094,Home Office,"Tuesday, September 19, 2023",First Class,New South Wales,Appliances,0.31,204.3124,9,930.0222,93.0,2023-09-16,0,1134.3346,1134.3346,1134.3346,1134.3346,930
Office Supplies,Quebec City,Canada,Amanda Richardson,USCA,MR-45775,"Friday, May 30, 2025",2025,CA-2025-175884,High,OFF-ST-304026,Including because quickly west.,Canada,49327,Consumer,"Sunday, June 01, 2025",Second Class,Quebec,Storage,0.11,-36.5589,7,1428.9149,142.89,2025-05-30,0,1392.356,1392.356,1392.356,1392.356,1428
Office Supplies,Mexico City,Mexico,Eric Olsen,LATAM,TP-48410,"Tuesday, August 05, 2025",2025,ME-2025-787682,Critical,OFF-BI-248892,Dream nature player agency.,Central,25147,Home Office,"Saturday, August 09, 2025",First Class,Mexico City,Binders,0.24,-542.2416,1,1395.1358,139.51,2025-08-05,0,852.8942000000001,852.8942000000001,852.8942000000001,852.8942000000001,1395
Office Supplies,Bogotá,Colombia,Jessica Jackson,LATAM,RZ-25290,"Thursday, July 11, 2024",2024,CO-2024-274054,High,OFF-AP-759982,Despite five make left.,South,27879,Corporate,"Monday, July 15, 2024",Standard Class,Bogotá,Appliances,0.09,-225.2097,4,457.9465,45.79,2024-07-11,0,232.73680000000002,232.73680000000002,232.73680000000002,232.73680000000002,457
Technology,Beijing,China,Nicole Flores,APAC,HK-95290,"Wednesday, August 09, 2023",2023,CH-2023-873823,High,TEC-MA-527883,But else ahead project.,North Asia,27765,Corporate,"Thursday, August 17, 2023",Same Day,Beijing,Machines,0.02,-284.1508,6,1266.3526,126.64,2023-08-09,0,982.2017999999999,982.2017999999999,982.2017999999999,982.2017999999999,1266
Furniture,Tegucigalpa,Honduras,Roy Rios,LATAM,GR-65578,"Monday, August 18, 2025",2025,HO-2025-550237,Low,FUR-TA-925720,Finish friend cover.,Central,24625,Corporate,"Saturday, August 23, 2025",Same Day,Francisco Morazán,Tables,0.06,37.1252,10,157.3001,15.73,2025-08-18,0,194.4253,194.4253,194.4253,194.4253,157
Furniture,Buffalo,United States,Kimberly Wright,USCA,QQ-92224,"Wednesday, April 02, 2025",2025,UN-2025-806116,High,FUR-BO-718524,Least term because.,East,16461,Corporate,"Thursday, April 03, 2025",First Class,New York,Bookcases,0.18,184.3455,9,1198.8321,119.88,2025-04-02,0,1383.1776,1383.1776,1383.1776,1383.1776,1198
Technology,Tegucigalpa,Honduras,Nancy Li,LATAM,WL-47264,"Monday, May 15, 2023",2023,HO-2023-812012,Critical,TEC-MA-284036,Feeling other east memory.,Central,45588,Home Office,"Saturday, May 20, 2023",Same Day,Francisco Morazán,Machines,0.07,63.759,3,1270.9214,127.09,2023-05-15,0,1334.6804,1334.6804,1334.6804,1334.6804,1270
Furniture,Manchester,United Kingdom,William Davidson,EU,IN-86047,"Monday, January 13, 2025",2025,UN-2025-890519,High,FUR-TA-179695,Cut station care.,North,26548,Corporate,"Thursday, January 23, 2025",First Class,England,Tables,0.05,-1.4923,9,41.2116,4.12,2025-01-13,0,39.7193,39.7193,39.7193,39.7193,41
Office Supplies,Rio de Janeiro,Brazil,Kim Michael,LATAM,QQ-30121,"Friday, August 15, 2025",2025,BR-2025-596560,Low,OFF-AR-560000,Attention follow power.,South,48047,Consumer,"Tuesday, August 19, 2025",Second Class,Rio de Janeiro,Art,0.11,-58.1085,8,191.4477,19.14,2025-08-15,0,133.3392,133.3392,133.3392,133.3392,191
Furniture,Tokyo,Japan,Brianna Bryant,APAC,VB-78845,"Monday, March 21, 2022",2022,JA-2022-392316,Low,FUR-TA-171325,Allow indicate company expect.,North Asia,39540,Corporate,"Wednesday, March 30, 2022",Same Day,Tokyo,Tables,0.21,33.2138,4,234.6744,23.47,2022-03-21,0,267.8882,267.8882,267.8882,267.8882,234
Office Supplies,São Paulo,Brazil,Amy James,LATAM,HZ-51736,"Tuesday, October 01, 2024",2024,BR-2024-303492,High,OFF-BI-503016,Style eight window.,South,20114,Consumer,"Thursday, October 03, 2024",Standard Class,São Paulo,Binders,0.22,70.8337,7,1387.7443,138.77,2024-10-01,0,1458.578,1458.578,1458.578,1458.578,1387
Office Supplies,Paris,France,Austin Martin,EU,RT-68378,"Friday, November 26, 2021",2021,FR-2021-157138,Medium,OFF-ST-348981,Late part.,West,12291,Corporate,"Monday, December 06, 2021",Second Class,Île-de-France,Storage,0.27,-207.9885,9,667.4758,66.75,2021-11-26,0,459.48730000000006,459.48730000000006,459.48730000000006,459.48730000000006,667
Office Supplies,Medellín,Colombia,Sheena Owens,LATAM,VG-55673,"Wednesday, April 19, 2023",2023,CO-2023-781974,Medium,OFF-AP-127567,Education already note.,South,35416,Home Office,"Friday, April 21, 2023",Second Class,Antioquia,Appliances,0.32,-146.0861,5,516.9158,51.69,2023-04-19,0,370.8297,370.8297,370.8297,370.8297,516
Technology,Quebec City,Canada,Jason Warren,USCA,DN-93558,"Monday, December 26, 2022",2022,CA-2022-885016,Critical,TEC-PH-925812,Produce side old should.,Canada,24057,Home Office,"Tuesday, December 27, 2022",Second Class,Quebec,Phones,0.3,-59.4813,6,1342.2419,134.22,2022-12-26,0,1282.7606,1282.7606,1282.7606,1282.7606,1342
